,geometry,FID,COUNTY,Company,Address,City,State,Zip,MASTERTYPE,Type,Subtype,Latitude,Longitude,Emplycode,EmplyAvg,TYPE
333,POINT (-119.800066 36.5074085),36,Fresno,Campos Brothers,15516 South Walnut Ave.,Caruthers,CA,93609,almond,shelling,almond,36.5074085,-119.800066,0.0,0.0,PROC
334,POINT (-119.7321105 36.8648413),67,Fresno,"P-R Farms, Inc.",2917 East Shepherd Ave.,Clovis,CA,93619,almond,shelling,almond,36.8648413,-119.7321105,0.0,0.0,PROC
335,POINT (-119.7080828 36.8543333),404,Fresno,wawona frozen foods,1265 N Minnewawa Ave, Clovis,CA,93619,freshfrozen,frozen,fruit,36.8543333,-119.7080828,0.0,0.0,PROC
336,POINT (-120.590125 36.6949117),81,Fresno,"Silver Creek Almond Co., Inc.",43940 W. North Ave.,Firebaugh,CA,93622,almond,shelling,almond,36.6949117,-120.590125,0.0,0.0,PROC
337,POINT (-120.5929395 36.8529547),82,Fresno,"Oro Loma Ranch, LLC",44474 West Nees Avenue,Firebaugh,CA,93622,almond,shelling,almond,36.8529547,-120.5929395,0.0,0.0,PROC
338,POINT (-120.449824 36.8353426),220,Fresno,the neil jones food  company,2502 N St, Firebaugh,CA,93622,cannery,cannery,tomato,36.8353426,-120.449824,0.0,0.0,PROC
339,POINT (-120.6441487 36.8491765),296,Fresno,olam spices and vegetable ingredients,47641 W Nees Ave, Firebaugh,CA,93622,dehydrator,dehydrator,spice vegetables,36.8491765,-120.6441487,0.0,0.0,PROC
340,POINT (-120.5132977 36.8194803),425,Fresno,Broadview Coop Gin,40109 W Bullard Ave, Firebaugh,CA,93622,gin,gin,cotton,36.8194803,-120.5132977,0.0,0.0,PROC
341,POINT (-120.5850348 36.68995360000001),426,Fresno,Silver Creek Gin,43939 W. North Ave., Firebaugh,CA,93622,gin,gin,cotton,36.6899536,-120.5850348,0.0,0.0,PROC
342,POINT (-120.540226 36.830459),477,Fresno,horizon nut firebaugh,4946 4998 N Jerrold Ave, Firebaugh,CA,93622,pistachio,shelling,pistachios,36.830459,-120.540226,0.0,0.0,PROC
343,POINT (-120.0575087 36.7513146),29,Fresno,"Purity Organics, Inc.","14900 W. Belmont Ave., #2",Kerman,CA,93630,almond,shelling,almond,36.7513146,-120.0575087,0.0,0.0,PROC
344,POINT (-120.0850319 36.7328678),40,Fresno,"Schaad Family Almonds, Inc.",16471 W. Whitesbridge Rd.,Kerman,CA,93630,almond,shelling,almond,36.7328678,-120.0850319,0.0,0.0,PROC
345,POINT (-120.0743202 36.7591887),43,Fresno,"Sran Family Orchards, Inc.",1750 N Siskiyou Ave,Kerman,CA,93630,almond,shelling,almond,36.7591887,-120.0743202,0.0,0.0,PROC
346,POINT (-120.3276961 36.7363191),576,Fresno,spreckels sugar co,29400 W Whitesbridge Ave, Mendota,CA,93640,sugarbeat,sugar,sugar beet,36.7363191,-120.3276961,0.0,0.0,PROC
347,POINT (-119.4814693 36.6128374),370,Fresno,Oneill Beverages Co LLC,8418 S Lac Jac Ave, Parlier,CA,93648,distillery,distillery,distillers grain,36.6128374,-119.4814693,0.0,0.0,PROC
348,POINT (-119.5489223 36.6901583),218,Fresno,initiative foods,1913 Industrial Way, Sanger,CA,93657,cannery,cannery,fruit and vegetables,36.6901583,-119.5489223,0.0,0.0,PROC
349,POINT (-119.5531075 36.6906003),219,Fresno,Del Monte,1810 Academy Ave, Sanger,CA,93657,cannery,cannery,fruit vegetable,36.6906003,-119.5531075,0.0,0.0,PROC
350,POINT (-119.607013 36.7203759),317,Fresno,E  J Gallo Mc Call Winery,1042 McCall Ave, Sanger,CA,93657,distillery,distillery,distillers grain,36.7203759,-119.607013,0.0,0.0,PROC
351,POINT (-119.6034687 36.5599163),294,Fresno,Sun Maid Growers,1445 Nebraska Ave, Selma,CA,93662,dehydrator,dehydrator,grape,36.5599163,-119.6034687,0.0,0.0,PROC
352,POINT (-119.6930332 36.57645004),633,Fresno,Poindexter Nut Company,5414 E. Floral Avenue, Selma,CA,93662,walnut,shelling,walnut,36.57645004,-119.6930332,0.0,0.0,PROC
353,POINT (-120.2530073 36.6088927),429,Fresno,Westside Farmers CoOp,8587 S Contra Costa Rd, Tranquillity,CA,93668,gin,gin,cotton,36.6088927,-120.2530073,0.0,0.0,PROC
354,POINT (-119.7888025 36.75927140000001),508,Fresno,Valley Protein Inc,1828 E Hedges Ave, Fresno,CA,93703,redmeat,processor,red meat poultry,36.7592714,-119.7888025,0.0,0.0,PROC
355,POINT (-119.8227443 36.8185152),39,Fresno,Jeff Curry & Associates,1640 W. Dovewood Lane,Fresno,CA,93711,almond,shelling,almond,36.8185152,-119.8227443,0.0,0.0,PROC
356,POINT (-119.8581545 36.8379405),78,Fresno,"Panoche Creek Packing, Inc.","3611 West Beechwood, Suite 101",Fresno,CA,93711,almond,shelling,almond,36.8379405,-119.8581545,0.0,0.0,PROC
357,POINT (-119.7852437 36.7273519),356,Fresno,411 Broadway Ales  Spirits,411 Broadway St, Fresno,CA,93721,distillery,distillery,distillers grain,36.7273519,-119.7852437,0.0,0.0,PROC
358,POINT (-119.7704475 36.6895339),657,Fresno,Kraft Foods Distribution Center,1055 E North Ave, Fresno,CA,93725,warehouse,warehouse,misc dairy meat bakery,36.6895339,-119.7704475,0.0,0.0,PROC
359,POINT (-119.6928242 36.7800246),480,Fresno,Foster Farms Turkey Hatchery,5763 E Shields Ave, Fresno,CA,93727,poultrymeat,poultry,turkey,36.7800246,-119.6928242,0.0,0.0,PROC
360,POINT (-119.6984718 36.7577155),663,Fresno,E  J Gallo Winery,5610 E Olive Ave, Fresno,CA,93727,winery,winery,grape,36.7577155,-119.6984718,0.0,0.0,PROC
361,POINT (-122.144526 39.729068),471,Glenn,California Olive Ranch,5945 Co Rd 35, Artois,CA,95913,olive,olive oil,olive,39.729068,-122.144526,0.0,0.0,PROC
362,POINT (-122.0071228 39.63533047),7,Glenn,River West Processing,3190 CA 45, Glenn,CA,95943,almond,shelling,almond,39.63533047,-122.0071228,0.0,0.0,PROC
363,POINT (-122.0071228 39.63533047),70,Glenn,"Riverwest Processing, Inc.",3190 Highway 45,Glenn,CA,95943,almond,shelling,almond,39.63533047,-122.0071228,0.0,0.0,PROC
364,POINT (-122.039188 39.63064261),568,Glenn,Rice Researchers Inc,7875 County Road 32 1/2, Glenn,CA,95943,rice,mill,rice,39.63064261,-122.039188,0.0,0.0,PROC
365,POINT (-122.0074127 39.64210013),587,Glenn,Keyawa Orchard Inc,3230 CA 45, Glenn,CA,95943,walnut,shelling,walnut,39.64210013,-122.0074127,0.0,0.0,PROC
366,POINT (-122.05278 39.5937),605,Glenn,Borges of California,1640 State Highway 45, Glenn,CA,95943,walnut,shelling,walnut,39.5937,-122.05278,0.0,0.0,PROC
367,POINT (-122.05278 39.5937),606,Glenn,Carriere Family Farms,1640 State Highway 45, Glenn,CA,95943,walnut,shelling,walnut,39.5937,-122.05278,0.0,0.0,PROC
368,POINT (-122.1941819 39.73752819),30,Glenn,"T. M. Duche Nut Co., Inc.",1502 S. Railroad Avenue,Orland,CA,95963,almond,shelling,almond,39.73752819,-122.1941819,0.0,0.0,PROC
369,POINT (-122.1761145 39.73840329),72,Glenn,Baldwin Minkler Farms,320 E South St, Orland,CA,95963,almond,shelling,almond,39.73840329,-122.1761145,0.0,0.0,PROC
370,POINT (-122.190763 39.745762),95,Glenn,Baugher Ranch Organics,7030 County Road 25,Orland,CA,95963,almond,shelling,almond,39.745762,-122.190763,0.0,0.0,PROC
371,POINT (-122.0953439 39.71062034),97,Glenn,North Valley Nut,7418 County Road 24,Orland,CA,95963,almond,shelling,almond,39.71062034,-122.0953439,0.0,0.0,PROC
372,POINT (-122.1983617 39.74951126),472,Glenn,west coast products,717 Tehama St, Orland,CA,95963,olive,cannery oil,olives,39.74951126,-122.1983617,0.0,0.0,PROC
373,POINT (-122.1142094 39.71034766),640,Glenn,Omega Walnut Inc,7233 County Rd. 24, Orland,CA,95963,walnut,shelling,walnut,39.71034766,-122.1142094,0.0,0.0,PROC
374,POINT (-124.2017176 40.61622158),290,Humboldt,Humboldt Creamery,572 Fernbridge Dr, Fortuna,CA,95540,dairy,dairy,dairy,40.61622158,-124.2017176,0.0,0.0,PROC
375,POINT (-115.375136 32.808254),384,Imperial,Grimmway Farm,2105 Anderholt Rd, Holtville,CA,92250,freshfrozen,farm,misc carrot,32.808254,-115.375136,0.0,0.0,PROC
376,POINT (-118.416618 37.357496),378,Inyo,Owens Valley Distilling Co,E South St, Bishop,CA,93514,distillery,distillery,distillers grain,37.357496,-118.416618,0.0,0.0,PROC
377,POINT (-118.8672137 35.24893749),390,Kern,Grimmway Farm,14141 Di Giorgio Rd, Arvin,CA,93203,freshfrozen,farm,misc carrot,35.24893749,-118.8672137,0.0,0.0,PROC
378,POINT (-118.8627841 35.24896262),391,Kern,Grimmway Farm,12495 Di Giorgio Rd, Arvin,CA,93203,freshfrozen,farm,misc carrot,35.24896262,-118.8627841,0.0,0.0,PROC
379,POINT (-118.8634464 35.25255459),392,Kern,Grimmway Farm,11412 Malaga Rd, Arvin,CA,93203,freshfrozen,farm,misc carrot,35.25255459,-118.8634464,0.0,0.0,PROC
380,POINT (-119.4493857 35.39826007000001),422,Kern,Farmers CoOp Gin,2531 Wasco Way, Buttonwillow,CA,93206,gin,gin,cotton,35.39826007,-119.4493857,0.0,0.0,PROC
381,POINT (-119.5172467 35.42823843),430,Kern,Buttonwillow Ginning Co,860 Corn Camp Rd, Buttonwillow,CA,93206,gin,gin,cotton,35.42823843,-119.5172467,0.0,0.0,PROC
382,POINT (-119.443058 35.399946),453,Kern,J G Boswell Tomato Co,36889 CA 58, Buttonwillow,CA,93206,misc,misc,onion tomato wheat cotton alfalfa,35.399946,-119.443058,0.0,0.0,PROC
383,POINT (-118.919989 35.2433141),389,Kern,CalOrganic Farms,12000 Main St, Lamont,CA,93241,freshfrozen,farm,vegetables,35.2433141,-118.919989,0.0,0.0,PROC
384,POINT (-118.8546873 34.82461111),104,Kern,Tejon Ranch Company,988 Crane Canyon Rd,Lebec,CA,93243,almond,shelling,almond,34.82461111,-118.8546873,0.0,0.0,PROC
385,POINT (-119.2095416 35.60175512),73,Kern,"Famoso Nut Company, LLC",32331 Famoso Rd.,McFarland,CA,93250,almond,shelling,almond,35.60175512,-119.2095416,0.0,0.0,PROC
386,POINT (-119.289345 35.493768),397,Kern,Grimmway Citrus,6301 S Zerker Rd, Shafter,CA,93263,freshfrozen,farm,citrus,35.493768,-119.289345,0.0,0.0,PROC
387,POINT (-119.2779085 35.53103456),419,Kern,SJV Quality Cotton,17053 Shafter Ave, Shafter,CA,93263,gin,gin,cotton,35.53103456,-119.2779085,0.0,0.0,PROC
388,POINT (-118.9991407 35.3480569),0,Kern,Real Almond Processing,327 Daniels Ln, Bakersfield,CA,93307,almond,shelling,almond,35.3480569,-118.9991407,0.0,0.0,PROC
389,POINT (-119.0633099 35.4209929),88,Kern,JSS Almonds,5600 Norris Road,Bakersfield,CA,93308,almond,shelling,almond,35.4209929,-119.0633099,0.0,0.0,PROC
390,POINT (-119.0607618 35.4171186),259,Kern,Foster Farms Dairy,6401 Knudsen Dr, Bakersfield,CA,93308,dairy,dairy,dairy,35.4171186,-119.0607618,0.0,0.0,PROC
391,POINT (-119.2000002 35.2090181),451,Kern,J G Boswell Co,21101 Bear Mountain Blvd, Bakersfield,CA,93311,misc,farm,onion tomato wheat cotton alfalfa,35.2090181,-119.2000002,0.0,0.0,PROC
392,POINT (-119.0520136 35.07645070000001),432,Kern,Western Farmers CoOp gin,9759 Valpredo Road, Bakersfield,CA,93313,gin,gin,cotton,35.0764507,-119.0520136,0.0,0.0,PROC
393,POINT (-119.0520136 35.07645070000001),433,Kern,South Valley Gin,9759 Valpredo Road, Bakersfield,CA,93313,gin,gin,cotton,35.0764507,-119.0520136,0.0,0.0,PROC
394,POINT (-119.060086 35.254233),452,Kern,J G Boswell Co,Ashe Rd, Bakersfield,CA,93313,misc,farm,onion tomato wheat cotton alfalfa,35.254233,-119.060086,0.0,0.0,PROC
395,POINT (-119.170023 35.386302),131,Kern,FritoLay,28801 CA 58, Bakersfield,CA,93314,bakery,distributor,bakery,35.386302,-119.170023,0.0,0.0,PROC
396,POINT (-117.6839694 35.62127097),132,Kern,FritoLay,712 W California Ave  A, Ridgecrest,CA,93555,bakery,distributor,bakery,35.62127097,-117.6839694,0.0,0.0,PROC
397,POINT (-117.6978937 35.65160035),133,Kern,Interstate Brands Corp Hostess,1323 E Inyokern Rd, Ridgecrest,CA,93555,bakery,bakery,bread,35.65160035,-117.6978937,0.0,0.0,PROC
398,POINT (-119.6341655 36.31325605),434,Kings,Central Valley CoOp,9845 Hanford Armona Rd., Hanford Ca. 93230,CA,0,gin,gin,cotton,36.31325605,-119.6341655,0.0,0.0,PROC
399,POINT (-119.571849 36.04715726),455,Kings,J G Boswell Co,28001 Dairy Ave, Corcoran,CA,93212,misc,misc,onion tomato wheat cotton alfalfa,36.04715726,-119.571849,0.0,0.0,PROC
400,POINT (-119.4916877 36.2961128),418,Kings,County Line Gin Inc,12095 2nd Ave, Hanford,CA,93230,gin,gin,cotton,36.2961128,-119.4916877,0.0,0.0,PROC
401,POINT (-119.8235381 36.3793818),421,Kings,West Island CoOp Gin,20509 Elgin Ave, Lemoore,CA,93245,gin,gin,cotton,36.3793818,-119.8235381,0.0,0.0,PROC
402,POINT (-119.9512901 36.2534801),423,Kings,Westhaven Cotton Co,27519 Jackson Ave, Lemoore,CA,93245,gin,gin,cotton,36.2534801,-119.9512901,0.0,0.0,PROC
403,POINT (-119.8119423 36.166087),420,Kings,Stratford Growers Inc,19813 Madison Ave, Stratford,CA,93266,gin,gin,cotton,36.166087,-119.8119423,0.0,0.0,PROC
404,POINT (-118.2906237 34.0379643),181,Los Angeles,Nestle Waters,1560 E 20th St, Los Angeles,CA,90011,beverage,water,water,34.0379643,-118.2906237,0.0,0.0,PROC
405,POINT (-118.2953742 33.85157832),176,Los Angeles,Coca Cola,961 E 4th St, Los Angeles,CA,90013,beverage,manufacturer,beverage,33.85157832,-118.2953742,0.0,0.0,PROC
406,POINT (-118.2360205 34.03886746),325,Los Angeles,loft  bear,1300 Factory Pl, Los Angeles,CA,90013,distillery,distillery,distillers grain,34.03886746,-118.2360205,0.0,0.0,PROC
407,POINT (-118.2280229 34.0297086),338,Los Angeles,Greenbar Distillery,2459 E 8th St, Los Angeles,CA,90021,distillery,distillery,distillers grain,34.0297086,-118.2280229,0.0,0.0,PROC
408,POINT (-118.2300884 34.03244416),375,Los Angeles,Our/Los Angeles Vodka,915 S Santa Fe Ave, Los Angeles,CA,90021,distillery,distillery,distillers grain,34.03244416,-118.2300884,0.0,0.0,PROC
409,POINT (-118.1496215 33.97932195000001),537,Los Angeles,Sterling Pacific Meat Co,6114 Scott Way, Commerce,CA,90040,redmeat,distribution,meat,33.97932195,-118.1496215,0.0,0.0,PROC
410,POINT (-118.12884 33.97698),548,Los Angeles,AA Meat Products Inc, ,Commerce,CA,90040,redmeat,processor,beef,33.97698,-118.12884,0.0,0.0,PROC
411,POINT (-118.1594042 33.99756284),662,Los Angeles,E  J Gallo Winery,2700 S Eastern Ave, Commerce,CA,90040,winery,winery,grape,33.99756284,-118.1594042,0.0,0.0,PROC
412,POINT (-118.42262 34.035989),19,Los Angeles,Wonderful Pistachios & Almonds LLC,13646 Hwy 33,Los Angeles,CA,90064,almond,shelling,almond,34.035989,-118.42262,0.0,0.0,PROC
413,POINT (-118.3845737 34.02160743),371,Los Angeles,Bavarian Breweries  Distilleries,8650 Hayden Pl, Culver City,CA,90232,distillery,distillery,distillers grain,34.02160743,-118.3845737,0.0,0.0,PROC
414,POINT (-118.4059563 33.91670346),374,Los Angeles,Rob Rubens Distilling and Brewing,909 E El Segundo Blvd, El Segundo,CA,90245,distillery,distillery,distillers grain,33.91670346,-118.4059563,0.0,0.0,PROC
415,POINT (-118.0952459 34.00414045),535,Los Angeles,Daniels Western Meat Packers,5217 Industry Ave, Pico Rivera,CA,90660,redmeat,distributer,meat,34.00414045,-118.0952459,0.0,0.0,PROC
416,POINT (-118.0725606 34.0053848),545,Los Angeles,Manning Beef LLC,9531 Beverly Rd, Pico Rivera,CA,90660,redmeat,processor,meat,34.0053848,-118.0725606,0.0,0.0,PROC
417,POINT (-118.158987 34.1677665),324,Los Angeles,Stark Spirits Distillery,1260 Lincoln Ave #1100, Pasadena,CA,91103,distillery,distillery,distillers grain,34.1677665,-118.158987,0.0,0.0,PROC
418,POINT (-118.4176717 34.29029419),186,Los Angeles,Pepsi Co,1200 Arroyo St, San Fernando,CA,91340,beverage,distributor,beverage,34.29029419,-118.4176717,0.0,0.0,PROC
419,POINT (-117.9429069 34.09282238),185,Los Angeles,Pepsi Co Bottling Group,4416 Azusa Canyon Rd, Irwindale,CA,91706,beverage,distributor,beverage,34.09282238,-117.9429069,0.0,0.0,PROC
420,POINT (-117.9383565 34.12497219),200,Los Angeles,Miller Coors LLC,15801 W 1st St, Irwindale,CA,91706,brewery,brewery,grains,34.12497219,-117.9383565,0.0,0.0,PROC
421,POINT (-118.2346389 34.04340317),182,Los Angeles,Coca Cola,3 Park Plaza 600, Irvine,CA,92614,beverage,manufacturer,beverage,34.04340317,-118.2346389,0.0,0.0,PROC
422,POINT (-118.1464349 34.65317402),127,Los Angeles,FritoLay,751 W Ave L8, Lancaster,CA,93534,bakery,distributor,bakery,34.65317402,-118.1464349,0.0,0.0,PROC
423,POINT (-119.9690709 36.88025337),664,Madera,E  J Gallo Winery,31754 Ave 9, Madera,CA,93636,winery,winery,grape,36.88025337,-119.9690709,0.0,0.0,PROC
424,POINT (-120.215923 37.04002243),46,Madera,"Elk Ridge Almonds, Inc.",18252 Avenue 20,Madera,CA,93637,almond,shelling,almond,37.04002243,-120.215923,0.0,0.0,PROC
425,POINT (-120.1479411 36.95282028),54,Madera,"El Dorado Almonds, LLC",21888 Ave 14,Madera,CA,93637,almond,shelling,almond,36.95282028,-120.1479411,0.0,0.0,PROC
426,POINT (-120.0497617 36.92390194),63,Madera,Sun-Beam Almond Co.,27421 Avenue 12,Madera,CA,93637,almond,shelling,almond,36.92390194,-120.0497617,0.0,0.0,PROC
427,POINT (-120.0886947 36.9445305),98,Madera,"Sierra Valley Almonds, LLC",850 Commerce,Madera,CA,93637,almond,shelling,almond,36.9445305,-120.0886947,0.0,0.0,PROC
428,POINT (-120.1554283 37.0412821),437,Madera,Valley GrainAzteca Milling,20100 Fairmead Blvd, Madera,CA,93638,mill,milling,corn wheat,37.0412821,-120.1554283,0.0,0.0,PROC
429,POINT (-119.9471456 36.86063618),467,Madera,ENZO Olive Oil,7770 Rd 33, Madera,CA,93638,olive,olive oil,olive,36.86063618,-119.9471456,0.0,0.0,PROC
430,POINT (-119.649395 37.3342521),354,Madera,Oakhurst Spirits,40300 Greenwood Way, Oakhurst,CA,93644,distillery,distillery,distillers grain,37.3342521,-119.649395,0.0,0.0,PROC
431,POINT (-122.5114733 37.9464991),314,Marin,ONeill Vintners  Distillers,101 Larkspur Landing Cir # 350, Larkspur,CA,94939,distillery,distillery,distillers grain,37.9464991,-122.5114733,0.0,0.0,PROC
432,POINT (-123.1965496 39.11134651),163,Mendocino,Earthgrains Co,3001 S State St, Ukiah,CA,95482,bakery,bakery,bread,39.11134651,-123.1965496,0.0,0.0,PROC
433,POINT (-123.7995304 39.46999852),164,Mendocino,FritoLay,22601 CA 1, Fort Bragg,CA,95437,bakery,distributor,bakery,39.46999852,-123.7995304,0.0,0.0,PROC
434,POINT (-123.19023 39.13722411),199,Mendocino,Coca Cola bottling,650 Babcock Ln, Ukiah,CA,95482,beverage,distribution,beverage,39.13722411,-123.19023,0.0,0.0,PROC
435,POINT (-123.3537648 39.00069661),204,Mendocino,Anderson Valley Brewery,17700 Boonville Rd, Boonville,CA,95415,brewery,brewery,grains,39.00069661,-123.3537648,0.0,0.0,PROC
436,POINT (-123.11474 38.983549),316,Mendocino,Jaxon Keys Winery  Distillery,10400 US-101, Hopland,CA,95449,distillery,distillery,distillers grain,38.983549,-123.11474,0.0,0.0,PROC
437,POINT (-120.6313143 37.0833504),428,Merced,Dos Palos CoOp Gin Inc,7870 Hutchins Rd, Dos Palos,CA,93620,gin,gin,cotton,37.0833504,-120.6313143,0.0,0.0,PROC
438,POINT (-120.8733082 36.98276266),2,Merced,Parreira Almond Processing,21490 Ortigalita Rd, Los Banos,CA,93635,almond,shelling,almond,36.98276266,-120.8733082,0.0,0.0,PROC
439,POINT (-120.8733082 36.98276266),53,Merced,"RPAC, LLC",21490 Ortigalita Rd,Los Banos,CA,93635,almond,shelling,almond,36.98276266,-120.8733082,0.0,0.0,PROC
440,POINT (-120.6536639 36.95569296),560,Merced,Koda Farms,22540 Russell Ave, South Dos Palos,CA,93665,rice,mill,rice,36.95569296,-120.6536639,0.0,0.0,PROC
441,POINT (-120.6036316 37.3432084),91,Merced,Valley Pride Ag Company,644 Railroad AVe.,Atwater,CA,95301,almond,shelling,almond,37.3432084,-120.6036316,0.0,0.0,PROC
442,POINT (-120.630746 37.47702167),22,Merced,"Hilltop Ranch, Inc.",13890 Looney Rd.,Ballico,CA,95303,almond,shelling,almond,37.47702167,-120.630746,0.0,0.0,PROC
443,POINT (-120.630746 37.47702167),23,Merced,Long Valley Organic LP,13890 Looney Road,Ballico,CA,95303,almond,shelling,almond,37.47702167,-120.630746,0.0,0.0,PROC
444,POINT (-120.9995354 37.25983146),598,Merced,Pusateri Nut Company,126 4th Street, Gustine,CA,95322,walnut,shelling,walnut,37.25983146,-120.9995354,0.0,0.0,PROC
445,POINT (-120.2743673 37.16231637),3,Merced,Minturn Nut Co Inc,8800 S Minturn Rd, Le Grand,CA,95333,almond,shelling,almond,37.16231637,-120.2743673,0.0,0.0,PROC
446,POINT (-120.2743673 37.16231637),101,Merced,Minturn Nut Company,8800 South Minturn Road,LeGrand,CA,95333,almond,shelling,almond,37.16231637,-120.2743673,0.0,0.0,PROC
447,POINT (-120.8227999 37.37413584),665,Merced,E  J Gallo Winery,18000 River Rd, Livingston,CA,95334,winery,winery,grape,37.37413584,-120.8227999,0.0,0.0,PROC
448,POINT (-120.4102305 37.28801517),80,Merced,Central Valley Processing,4315 E. Childs Avenue,Merced,CA,95341,almond,shelling,almond,37.28801517,-120.4102305,0.0,0.0,PROC
449,POINT (-120.5153918 37.29763051),138,Merced,FritoLay,865 Beechcraft Ave, Merced,CA,95341,bakery,distributor,bakery,37.29763051,-120.5153918,0.0,0.0,PROC
450,POINT (-120.4958176 37.30070751),139,Merced,Bimbo Bakeries,1160 W 13th St, Merced,CA,95341,bakery,bakery,bread,37.30070751,-120.4958176,0.0,0.0,PROC
451,POINT (-120.4785831 37.18585288),547,Merced,Yosemite Valley Beef,970 E Sandy Mush Rd, Merced,CA,95341,redmeat,processor,meat,37.18585288,-120.4785831,0.0,0.0,PROC
452,POINT (-120.820324 37.34186752),481,Merced,Foster Farms,18305 1st Ave, Stevinson,CA,95374,poultrymeat,poultry,poultry,37.34186752,-120.820324,0.0,0.0,PROC
453,POINT (-120.7088938 37.46998895),14,Merced,"Sunny Acres Nut Company, Inc.",12245 Sunny Acres Ave.,Turlock,CA,95380,almond,shelling,almond,37.46998895,-120.7088938,0.0,0.0,PROC
454,POINT (-120.7505196 37.46289071),26,Merced,"Select Harvest USA, LLC",14827 W. Harding Rd.,Turlock,CA,95380,almond,shelling,almond,37.46289071,-120.7505196,0.0,0.0,PROC
455,POINT (-120.7505196 37.46289071),27,Merced,Spycher Brothers,14827 W. Harding Rd.,Turlock,CA,95380,almond,shelling,almond,37.46289071,-120.7505196,0.0,0.0,PROC
456,POINT (-120.7505196 37.46289071),28,Merced,Trinity Nut Company,14827 W. Harding Rd.,Turlock,CA,95380,almond,shelling,almond,37.46289071,-120.7505196,0.0,0.0,PROC
457,POINT (-121.6052548 36.6578683),189,Monterey,Coca Cola bottling,715 Vandenberg St, Salinas,CA,93905,beverage,distribution,beverage,36.6578683,-121.6052548,0.0,0.0,PROC
458,POINT (-121.6786613 36.6941323),580,Monterey,Mission Foods,1153 Madison Ln, Salinas,CA,93907,tortilla,distributor,tortilla,36.6941323,-121.6786613,0.0,0.0,PROC
459,POINT (-121.5545036 36.6057713),270,Monterey,Foster Farms Dairy,21890 Rosehart Way, Salinas,CA,93908,dairy,distributor,dairy,36.6057713,-121.5545036,0.0,0.0,PROC
460,POINT (-121.4485597 36.506636),357,Monterey,Fogs End Distillery,425 Alta St #15, Gonzales,CA,93926,distillery,distillery,distillers grain,36.506636,-121.4485597,0.0,0.0,PROC
461,POINT (-121.8492 36.5877),572,Monterey,Monterey Fish Co,160 Municipal Wharf 2, Monterey,CA,93940,seafood,distribution,seafood,36.5877,-121.8492,0.0,0.0,PROC
462,POINT (-122.257393 38.19445546),318,Napa,Loch  Union Distilling,108 Dodd Ct, American Canyon,CA,94503,distillery,distillery,distillers grain,38.19445546,-122.257393,0.0,0.0,PROC
463,POINT (-122.543087 38.51966859),353,Napa,Charbay Winery  Distillery,4001 Spring Mountain Rd, St Helena,CA,94574,distillery,distillery,distillers grain,38.51966859,-122.543087,0.0,0.0,PROC
464,POINT (-122.4217459 38.45922589),671,Napa,Elizabeth spencer winery,1165 Rutherford Rd, Rutherford,CA,94573,winery,winery,grape,38.45922589,-122.4217459,0.0,0.0,PROC
465,POINT (-121.0932707 39.1788738),438,Nevada,Grass Valley Grains Farm,13310 Nanna's Way, Grass Valley,CA,95949,mill,milling,grains,39.1788738,-121.0932707,0.0,0.0,PROC
466,POINT (-118.024822 33.8661768),177,Orange,CorruKraft Inc,6200 Caballero Blvd, Buena Park,CA,90620,beverage,distributor,beverage,33.8661768,-118.024822,0.0,0.0,PROC
467,POINT (-117.832619 33.69427212),506,Orange,sysco newport meat co,16691 Hale Ave, Irvine,CA,92606,redmeat,processor,meat,33.69427212,-117.832619,0.0,0.0,PROC
468,POINT (-117.6511752 33.6681492),172,Orange,Pepsi Cola Co,27442 Portola Pkwy, Foothill Ranch,CA,92610,beverage,manufacturer,beverage,33.6681492,-117.6511752,0.0,0.0,PROC
469,POINT (-117.8521778 33.67834594000001),440,Orange,Golden State Foods,18301 Von Karman Ave  1100, Irvine,CA,92612,misc,distribution,meat dairy vegetables,33.67834594,-117.8521778,0.0,0.0,PROC
470,POINT (-117.8637711 33.67197756),674,Orange,Z Mario,18912 MacArthur Blvd, Irvine,CA,92612,winery,winery,pomace,33.67197756,-117.8637711,0.0,0.0,PROC
471,POINT (-117.8589155 33.7555499),369,Orange,Blinky Owl Distillery,802 E Washington Ave, Santa Ana,CA,92701,distillery,distillery,distillers grain,33.7555499,-117.8589155,0.0,0.0,PROC
472,POINT (-117.8863373 33.8151504),175,Orange,Coca Cola water,2121 E Winston Rd, Anaheim,CA,92806,beverage,distribution,water,33.8151504,-117.8863373,0.0,0.0,PROC
473,POINT (-117.8896371 33.92476578),525,Orange,West Coast Prime Meats,344 Cliffwood Park St, Brea,CA,92821,redmeat,processor,meat,33.92476578,-117.8896371,0.0,0.0,PROC
474,POINT (-117.9507353 33.77781047),380,Orange,Darling International Inc,10441 Stanford Ave, Garden Grove,CA,92842,fog,distributor,fog,33.77781047,-117.9507353,0.0,0.0,PROC
475,POINT (-117.8387314 33.67854949),173,Orange,Coca Cola,2603 Camino Ramon 550, San Ramon,CA,94583,beverage,manufacturer,beverage,33.67854949,-117.8387314,0.0,0.0,PROC
476,POINT (-121.0957426 38.95037508),323,Placer,California Distilled Spirits,12205 Locksley Ln #11, Auburn,CA,95602,distillery,distillery,distillers grain,38.95037508,-121.0957426,0.0,0.0,PROC
